,clusters,mean
SLC7A11,18,0.0018221433012492309
CLGN,0,0.01027070678435706
RP11-542P2.1,9,0.001543960608696658
INPP4B,7,0.007284290250220464
FREM3,7,0.0007559881488627674
GYPE,8,0.012790875585028092
TMEM154,15,0.0005547454799829683
FGB,1,0.9860107905285465
FGA,1,0.8394490483269149
FGG,1,0.5822022529302582
PDGFC,12,0.07259503298421424
NAF1,9,0.014250117248349296
NPY1R,20,0.0006499147894580686
MARCH1,0,0.007243420431842771
HMGB2,4,0.03602885732239692
HAND2,2,0.0016713523113777464
HPGD,14,0.002483179910667789
RP11-389E17.1,8,0.0011608841959174735
TENM3,5,0.013594422985988185
CLDN22,0,0.0006220111530525618
RWDD4,6,0.005156365307367469
MLF1IP,18,0.014900620417495005
PDLIM3,11,0.0007879133849009016
PLEKHG4B,18,0.0010919869808711732
CCDC127,2,0.0040969818293086525
C5orf55,0,0.003134319797074155
CTD-2228K2.5,2,0.0035603487318087443
SLC12A7,8,0.02164401692285233
SLC6A19,0,0.0029223155696028193
CLPTM1L,3,0.01555857814936688
ADCY2,16,0.01591653386957811
SEMA5A,4,0.007008104789871789
TAS2R1,11,0.00030397732892958136
ANKRD33B,16,0.00033025640118302063
CTNND2,6,0.16075813095202432
FBXL7,6,0.09534089298330398
C5orf17,13,0.03523519964269245
CDH10,0,0.0017295991170560338
CDH6,16,0.022072245524405464
ADAMTS12,0,0.0038775413716158605
RANBP3L,10,0.0066486370757390285
PRKAA1,12,0.06955205591861509
SEPP1,2,0.5447565272907777
ANKRD55,10,0.013401340015712429
CTC-236F12.4,7,0.00032757513456362655
PLK2,5,0.0028279920772780473
ELOVL7,16,0.004239753786697909
RGS7BP,0,0.0008275093999239373
ADAMTS6,16,0.08071345221116474
CENPK,15,0.0210773841483855
NAIP,10,0.0030634276979382676
MAP1B,3,0.011696207081303756
ENC1,18,0.029391331133500582
FAM169A,6,0.042501567225442384
F2RL2,6,0.0010452444964598618
S100Z,5,0.02176024409486612
ZBED3,0,0.032900592453028954
ARSB,6,0.046466687824166755
AC016559.1,6,0.000516138021735786
ACOT12,6,0.1380484139833719
SSBP2,12,0.09747437468300305
HAPLN1,8,0.0007402190610039017
AC008394.1,5,0.0003835587735035389
MEF2C,19,0.026559714481335664
ARRDC3,19,0.01597590534328024
KIAA0825,13,0.03263843040680022
MCTP1,4,0.01168088043077641
GLRX,3,0.023226140199231006
PCSK1,17,0.0032057557074525816
SLCO4C1,19,0.05927308793762504
EFNA5,10,0.08328303875333093
EPB41L4A,9,0.01097790784569323
PGGT1B,10,0.017452408483163196
TICAM2,0,0.011527342777329327
TMED7,2,0.04111881383967511
AQPEP,6,0.0003482320405311466
SEMA6A,16,0.02515202489184614
TNFAIP8,5,0.009569755883534353
ZNF608,10,0.038759179207077894
MARCH3,16,0.06742782312638122
FBN2,5,0.006547735543855497
ADAMTS19,5,0.002253294848463081
CHSY3,13,0.04494955653848256
