,clusters,mean
RAD54B,19,0.013989935524096697
CCNE2,1,0.0073334165252357105
SPAG1,19,0.006457586249501942
GRHL2,17,0.004961500061102543
BAALC,5,0.002873937385408084
ANGPT1,5,0.006377237892895847
RSPO2,7,0.0020254182358853345
SYBU,19,0.0236063597450566
CSMD3,13,0.007956222164310484
TRPS1,8,0.017380857971258646
SAMD12,20,0.007895758707269274
TAF2,4,0.04465291558301059
DSCC1,5,0.0038249240731084476
HAS2,1,0.001460623168814081
ANXA13,16,0.022476887573147444
TMEM65,16,0.015037504642082545
TMEM71,0,0.0009647887598211321
C8orf31,18,0.0009461026137372414
ZC3H3,9,0.021728985131192365
MROH6,1,0.0022756837611566023
TSTA3,5,0.02949455207961235
EPPK1,12,0.00463874364789502
PARP10,15,0.006506082538558578
CPSF1,2,0.03862041250701216
SLC39A4,20,0.01272998555225172
RECQL4,5,0.008678747153194333
COMMD5,6,0.008215199562994515
CBWD1,11,0.0076573400340750105
GLIS3,20,0.1594621638268468
INSL6,5,0.0010855640430909104
GLDC,8,0.13797616786082892
PTPRD,6,0.07688434388076754
NFIB,20,0.04286452046468232
PSIP1,2,0.03482971371476943
FAM154A,4,0.00454605970478406
SLC24A2,5,0.006631142824914431
MLLT3,17,0.03300215640878961
PTPLAD2,3,0.0022956814713973855
CDKN2A,1,0.001268681581609582
CDKN2B,5,0.0007615488770865998
ELAVL2,5,0.03455399873907893
TUSC1,6,0.0027389693412791932
PLAA,4,0.01734757543444917
LRRC19,7,0.0024666940959250684
MOB3B,20,0.029273347076743575
SMU1,11,0.025083465116203334
DCTN3,6,0.015752989818339995
PIGO,14,0.007406946115067954
FAM214B,14,0.018510015718697724
ARHGEF39,16,0.007408499736691308
PAX5,17,0.002145109952128037
POLR1E,11,0.007901301132573372
RP11-613M10.8,10,0.000992657965209855
FRMPD1,2,0.009391083617228072
SHB,8,0.028919229475910472
CBWD5,19,0.0010978714138396486
APBA1,4,0.02679623366798718
TRPM3,10,0.06714172841892446
ABHD17B,16,0.01971286969509596
SHC3,0,0.0027644295993256582
ROR2,3,0.0059314624699001416
SPTLC1,16,0.01493524489436161
IARS,9,0.04185990945318415
NOL8,13,0.016401671877045117
OMD,1,0.0007549300589581024
WNK2,17,0.018102202345194166
CORO2A,4,0.02550880372545765
IKBKAP,15,0.057639929450462944
CTNNAL1,16,0.02528320585473739
C9orf84,19,0.003962663243184828
ZFP37,5,0.001686292663794164
CDC26,16,0.006012135769473264
ORM1,7,0.005128314057821406
BRINP1,6,0.001870808597147053
PDCL,17,0.010928960582271274
GOLGA1,11,0.027497762305728875
TOR2A,7,0.005887150767348356
FAM102A,4,0.016834668580980077
CERCAM,5,0.0022681124816717343
DOLK,5,0.004389366264875247
SH3GLB2,20,0.018153099771870018
TOR1A,1,0.009014838323733548
GPR107,12,0.05958330265067819
ASS1,8,0.7694685000849748
LAMC3,11,0.0009038026374485152
FAM78A,1,0.004099624097235306
SLC2A6,6,0.003397329371856896
DBH,19,0.00229372697906484
C9orf116,18,0.0018023771505800356
SDCCAG3,0,0.014439239062526112
NOTCH1,5,0.005501923779991573
ABCA2,2,0.007906106787815118
DPP7,2,0.014888519556231248
ANAPC2,0,0.017006556125217297
RNF208,11,0.010093931147499206
C9orf169,21,0.0007022226951389665
FAM166A,1,0.006471866922611274
NRARP,16,0.0017816577763681805
KLF6,11,0.044077106995526825
AKR1E2,11,0.0023532159367739692
SFMBT2,19,0.05790003275533384
ITIH5,16,0.007092189871661929
DCLRE1C,13,0.01586058662892215
FAM171A1,17,0.023580768347873544
VIM,17,0.06336287187419827
PTPLA,1,0.0039581409291976405
NEBL,19,0.023867593323361087
CASC10,5,0.03315034209013192
SPAG6,5,0.0011462644447331528
GPR158,7,0.001803825542275471
MYO3A,10,0.00708787779182594
KIAA1462,6,0.0028159938922381832
PARD3,20,0.35892160038971305
CUL2,9,0.033681324483234965
FZD8,3,0.007467409256887706
ZNF25,19,0.004314987977467775
HNRNPF,3,0.05044896815907686
C10orf10,6,0.007581281480825903
GDF10,21,0.0010032091783490856
CSTF2T,13,0.00870494717544154
DKK1,1,0.0010242458366253452
BICC1,20,0.12267398062320142
ANK3,20,0.045027680586012364
RTKN2,12,0.012214685558849648
EGR2,19,0.0006695043939254511
CTNNA3,9,0.16595571304692028
DNAJC12,13,0.0309056752068368
C10orf54,7,0.006978888783183864
CHST3,2,0.001433348136770615
P4HA1,20,0.08291542700272202
AGAP5,19,0.0035847504872044125
RP11-574K11.31,11,0.0007302045751252861
VCL,16,0.04061363360723187
C10orf11,9,0.38762583881029283
KCNMA1,16,0.024004092938776398
PLAC9,14,0.003045449434590547
NRG3,9,0.9093567781514073
MMRN2,7,0.001664435914749985
KLLN,10,0.0007571859901330173
HTR7,18,0.01080718490236748
MYOF,3,0.003788650197947718
CYP2C9,10,0.002822235534307683
CC2D2B,9,0.0011842213430189564
SFRP5,16,0.008682449358778547
CRTAC1,18,0.0007655937247517675
LOXL4,17,0.033954757176964154
PYROXD2,8,0.012496544142470575
PKD2L1,15,0.002038635890312997
KAZALD1,6,0.0010253168376350963
CYP17A1,3,0.1027033253078745
PCGF6,16,0.02901417496019604
OBFC1,4,0.010329744806630865
ITPRIP,5,0.003941439009191976
SORCS1,6,0.015350417900627378
NRAP,6,0.008258582834588385
GRK5,8,0.08745499180304409
RP11-12J10.3,4,0.0009196647832155068
MKI67,1,0.06748921639736377
EBF3,0,0.0037739873644624493
STK32C,12,0.007020343786159132
KNDC1,21,0.0007493276640338558
ADAM8,6,0.0008045122024703361
CALY,6,0.0009720364810661092
CYP2E1,18,0.0006284461675683376
ATHL1,1,0.0025778718523760545
C11orf35,10,0.0022186871131860695
IRF7,13,0.004809842115016882
DRD4,7,0.0016560581521692383
IGF2,3,3.9554353174383157
INS-IGF2,1,0.0009033504404138751
TH,5,0.0008458981317234212
SLC22A18AS,1,0.0013680576565581561
TRIM21,7,0.0029420322384792782
HBG1,2,2.0031847521199726
HBG2,3,2.706865384531978
TRIM3,14,0.006568146646867007
ARFIP2,5,0.02138222322926159
ZNF214,9,0.003167351505421409
SCUBE2,4,0.0020532300138024952
MTRNR2L8,21,0.02437414185115966
TEAD1,20,0.194537701329067
RRAS2,10,0.03489186516345344
CALCB,19,0.008725977757234106
SOX6,20,0.33695814294604276
ABCC8,1,0.0009389771303370255
USH1C,2,0.0011032235202550868
LDHAL6A,18,0.0008353895679484846
NELL1,6,0.007679065853094262
GAS2,9,0.3884521827726555
BDNF,4,0.0010266071739237395
KIF18A,11,0.011914479283807209
PAX6,6,0.0028947062880448128
ABTB2,20,0.0752336557698455
EHF,17,0.0019148004812967097
TP53I11,5,0.009448079852410652
ARFGAP2,3,0.03154771563872838
SPI1,1,0.0031923185433184276
KBTBD4,6,0.00487332317257078
C1QTNF4,1,0.004600132313656383
FOLH1,4,0.018166299108547307
SSRP1,14,0.03175706331338327
SLC43A3,2,0.029149315598333923
YPEL4,13,0.012249256261490345
MS4A4A,11,0.0007773159348056021
FTH1,3,0.14962229779630942
AHNAK,2,0.09939506908046883
MIR3654,15,0.0011059231482410251
INTS5,19,0.008741179093664309
UBXN1,6,0.022811424392906458
TMEM223,0,0.025676004947196098
SLC22A24,10,0.004962900865720895
SLC22A25,8,0.25950074091239705
ATL3,20,0.02815463871240529
AP003068.23,0,0.0024215746930357674
YIF1A,2,0.058490383170213475
PTPRCAP,11,0.0018886485658358896
CORO1B,2,0.027299472026033333
CABP4,7,0.0009336726394620357
TBX10,0,0.001968956596865236
UNC93B1,13,0.00386539332639927
ORAOV1,15,0.013880505987596433
DNAJB13,8,0.0007249686820819036
UCP2,0,0.04673835484969557
P4HA3,21,0.0006921521172952899
PGM2L1,2,0.02332546648983248
KCNE3,7,0.006767096240782362
GDPD5,3,0.008938904519084134
PRKRIR,5,0.013041975147170584
KCTD14,14,0.000859670720137474
USP35,18,0.002285417150637881
C11orf82,6,0.0034704876273818136
DLG2,13,0.07956461821811489
ME3,7,0.004563567331486046
CTSC,1,0.009967937382795493
NOX4,10,0.01311638945870469
CCDC67,4,0.0030491520039630502
PIWIL4,16,0.0010386573260027787
FUT4,3,0.0008070838786567806
MAML2,20,0.09587901735464652
TRPC6,0,0.003785686527619199
RP11-817J15.3,4,0.0006766386019462191
DCUN1D5,19,0.013776110255851482
PDGFD,16,0.020699470142345456
CASP1,5,0.0014282655839256639
KBTBD3,15,0.004524706845951276
SLN,7,0.0008597736251923644
COLCA1,8,0.0030093970973020705
POU2AF1,0,0.0035424106556664163
PPP2R1B,20,0.0984971725048212
CRYAB,7,0.006978090929541246
C11orf52,13,0.002584313369584609
PIH1D2,19,0.0010667569093467328
TMPRSS13,13,0.001638150522336292
MPZL3,13,0.005937648349693977
RP11-770J1.5,1,0.001468695055125969
HYOU1,1,0.036715361138050524
HMBS,6,0.12023516342132055
H2AFX,16,0.0335872395338661
HSPA8,1,0.020432933776861274
CDON,9,0.03202401345194439
ETS1,17,0.011081383490620402
FLI1,6,0.009491004591582022
PRDM10,8,0.040354818440375785
SLC6A13,4,0.0019047693186717164
NINJ2,12,0.013198144698684269
WNT5B,13,0.004673207436831777
DCP1B,8,0.02248213182050979
FOXM1,14,0.019739040646218165
PARP11,8,0.008706522373583325
C12orf4,16,0.009926922028213795
RP11-500M8.7,1,0.0008073478768936607
ANO2,17,0.002765121178494699
SCNN1A,9,0.0016340002365218488
VAMP1,15,0.0017678265537859471
IFFO1,12,0.010181279587495469
LPAR5,18,0.0009723546792227124
PIANP,18,0.0011220289930944248
CDCA3,12,0.006447899632075712
CD163,13,0.003869450565591462
SLC2A3,6,0.006081946694516001
FAM90A1,16,0.000801617155558529
CLEC2B,18,0.00093439484137869
PRR4,10,0.27354079535134046
TAS2R30,20,0.0010059258344720628
MANSC1,5,0.010324396787290016
LOH12CR2,10,0.0009018852287579528
DUSP16,19,0.07068538953233151
APOLD1,16,0.036165551157123846
PLBD1,6,0.001429052012222814
ERP27,17,0.025378900643654424
EPS8,20,0.06041437943672962
RERGL,10,0.005860181560177655
PIK3C2G,9,0.3420705529286469
PLCZ1,4,0.0013630909165902973
PDE3A,7,0.007941076930422503
SLCO1B3,9,0.3900658907653758
SLCO1A2,19,0.008270922287656352
RECQL,13,0.013512059207776999
GYS2,16,0.02942223057568127
ST8SIA1,5,0.010132138116086513
CASC1,16,0.002172367688999205
FAR2,6,0.006350670357472782
CPNE8,8,0.041897967154190065
C12orf40,11,0.0032935171569728303
YAF2,8,0.04911266702972264
PRICKLE1,3,0.005854136286137045
PUS7L,17,0.013068680155172893
SLC38A1,17,0.028079664474993722
HDAC7,3,0.011115101675300746
ZNF641,13,0.010248815038453995
RND1,16,0.014472212801113616
FAM186B,17,0.0009401657925107758
FMNL3,3,0.0030260357315679007
FAIM2,5,0.0016898397727664537
RACGAP1,1,0.009736178254998527
CSRNP2,11,0.00590191549790554
KRT8,6,0.21898355311183995
CALCOCO1,8,0.02332147569497963
ZNF385A,5,0.012620785660491421
ITGA7,14,0.002353430926924186
RP11-762I7.5,19,0.009685789036154694
MMP19,14,0.0026237419735086675
WIBG,20,0.025468765965354627
CDK2,6,0.009519859094381116
RNF41,12,0.01961991607100874
RP11-977G19.10,4,0.011479644701531939
PAN2,19,0.023469647306803388
MIP,18,0.0008387120479165382
HSD17B6,1,0.003649367294344427
RDH16,0,0.01663958454628046
ZBTB39,13,0.0028828488143336694
STAC3,19,0.002000744151666017
B4GALNT1,1,0.000815655811751197
C12orf66,6,0.006165060989648559
LRRC10,14,0.0007172864070486372
BEST3,21,0.005582193926992207
CTD-2021H9.3,10,0.0010288935457079128
LGR5,8,0.023145406120074475
PHLDA1,7,0.003288225391690603
CSRP2,13,0.0027901291751640917
PTPRQ,17,0.0010099059670690554
MGAT4C,5,0.009356493585764427
DUSP6,17,0.03647804665643794
POC1B,4,0.02312606064544593
GALNT4,19,0.0012965298120349183
DCN,3,0.025481262779881712
C12orf79,9,0.02447355214596527
TMCC3,9,0.00553788623055182
USP44,14,0.000910541666920306
NTN4,16,0.025482991994037054
CCDC38,4,0.016693152092715595
HAL,8,0.47937969466367913
LTA4H,17,0.01522380608293284
ANKS1B,19,0.04117023093854444
NT5DC3,19,0.030457065308325447
GLT8D2,18,0.001749945080401151
SLC41A2,16,0.011012903752758499
MTERFD3,12,0.012452237520130298
CORO1C,17,0.04365586244704597
CUX2,9,0.04872731829864549
NAA25,8,0.1111109208975756
C12orf52,17,0.018787005484390273
TBX5,21,0.0013716032495998888
C12orf49,19,0.0013974749561566646
CIT,2,0.02036853938331345
MSI1,20,0.024556723337034122
CABP1,0,0.000703347252008478
AC079602.1,20,0.07089388581161016
VPS33A,12,0.019586323466361535
HCAR1,5,0.0029869800233142665
TMEM132C,7,0.004354180230858487
GJA3,0,0.0028771507794561296
ZDHHC20,10,0.05434478015787158
SACS,1,0.007415834181957805
SHISA2,6,0.0017814904984173334
TEX26,20,0.000998369562523462
RFC3,19,0.042202615142996364
DCLK1,7,0.011183962719221072
SMAD9,17,0.005271486167608534
TRPC4,2,0.00166378449897193
KBTBD7,17,0.014768267294762634
CCDC122,8,0.026593992588890697
NUFIP1,19,0.011380817097234819
FAM194B,18,0.0011360857955128487
KIAA0226L,3,0.0015082286677373818
ESD,2,0.057927276059334676
AL136218.1,6,0.008509778828396857
DLEU1,20,0.03851418234089262
DIAPH3,13,0.03296476991015458
PCDH9,13,0.06317098447323914
MZT1,1,0.015033108421275001
KLF5,16,0.002902074909423032
KCTD12,21,0.006329340194186189
EDNRB,21,0.004810952914289104
SLITRK6,7,0.0012805028287218062
SLITRK5,21,0.0014186130979430235
GPC5,20,1.1125461453583323
GPC6,9,0.5463203187934534
DCT,21,0.001343279681575048
CLDN10,3,0.0018190245741807997
DZIP1,11,0.014514554447739022
GPR183,18,0.0008310991819641626
GGACT,7,0.0023091637955486256
FGF14,12,0.015303474912503138
EFNB2,3,0.006138321418002832
FAM155A,3,0.024632269964775806
IRS2,19,0.05471850981265882
RNASE1,7,0.004789427560975919
AJUBA,2,0.018433821855473334
SLC7A8,13,0.0049536269451249905
IPO4,20,0.007621559239914707
ADCY4,1,0.0009395975855840003
RIPK3,19,0.0006587141595216209
CBLN3,18,0.0016066529262031832
SDR39U1,0,0.02373379499399541
STXBP6,19,0.026076131814770198
SLC25A21,16,0.07239047924914804
FOXA1,6,0.017322946352631517
C14orf28,14,0.005057262194788944
MIS18BP1,12,0.035923549468517335
AL627171.1,16,0.0028117716996311918
DDHD1,20,0.026935182703968486
GCH1,20,0.14978450213410366
WDHD1,19,0.02331076041808164
LGALS3,1,0.003741215010818864
DLGAP5,16,0.014662163097545661
PELI2,9,0.004223062550604983
SIX4,15,0.004601373234205223
TRMT5,17,0.005124160960787188
SLC38A6,19,0.01447758607018604
WDR89,0,0.09116903650628368
ESR2,13,0.004535799349505417
GPX2,16,0.0013118052814212993
RAB15,13,0.00969904369149717
MAX,1,0.11474855643008319
RDH12,8,0.0007911985947860733
ZFYVE26,13,0.01454069676947811
RAD51B,20,0.14154374890024704
SLC8A3,11,0.0015178830403947173
COX16,5,0.026024592515112906
RGS6,17,0.10073444751880041
PAPLN,9,0.029751623856135254
HEATR4,16,0.013789422733282077
NPC2,3,0.0794152930450611
PGF,14,0.0018497845660685726
TMED10,16,0.0935537045297909
IRF2BPL,20,0.015616196766938832
ISM2,15,0.0008354389166783007
STON2,15,0.027928606315831418
KCNK10,6,0.0016752835751593506
PTPN21,16,0.03975361181673971
EML5,4,0.01882815095566222
ITPK1,19,0.021441782276598535
SERPINA12,1,0.0012965066238313423
EML1,13,0.004441826259397071
XRCC3,1,0.008216523639381836
TMEM179,8,0.0008719174800374696
AHNAK2,19,0.0006973670591649094
CDCA4,1,0.009501798262060407
NIPA1,19,0.02110370320862866
ATP10A,7,0.0014776916631536283
OCA2,9,0.008617592465024693
GOLGA8M,19,0.0038987703783078947
FAM189A1,10,0.004492348903964464
FMN1,3,0.004466623842038043
KATNBL1,16,0.055494886251910965
DPH6,20,0.11264287406916931
MEIS2,9,0.13304789334861505
FSIP1,4,0.0007904276021936536
C15orf52,20,0.0008219838348167278
DISP2,7,0.0008780049036631721
IVD,1,0.07102228317515659
AC073657.1,9,0.0010399859852862612
CDAN1,12,0.01642130953629599
LCMT2,5,0.0025655995822267776
RP11-296A16.1,15,0.008436828028599524
MFAP1,1,0.015512936254318878
SPG11,9,0.12850615995326733
SEMA6D,17,0.025293750055013303
FBN1,14,0.010111182784630097
SHC4,0,0.00483668174539727
GABPB1,12,0.07426049087377387
CYP19A1,15,0.2748008111989312
BCL2L10,6,0.006450578067834648
ONECUT1,9,0.15620012637638953
WDR72,20,0.06996889035462603
PYGO1,3,0.0037826265832542915
PRTG,20,0.022918635657906555
MYZAP,3,0.0011223535691650712
ALDH1A2,10,0.04100493735136824
MYO1E,20,0.21214553902989866
RORA,20,0.8652511691138857
IGDCC4,15,0.03182479042059798
MEGF11,5,0.001763628475439892
LCTL,3,0.0008941434278408159
TLE3,7,0.007161673453602404
THAP10,5,0.0009963865105043442
HEXA,16,0.04797916459292337
COX5A,2,0.036754586300297355
SIN3A,16,0.037974576896335786
LINGO1,17,0.019497512568582325
CRABP1,4,0.0007496405040925334
CHRNB4,13,0.0033009928507089017
RASGRF1,1,0.007965773710699299
AEN,5,0.004558351714023729
LINC00923,20,0.0081274364870263
RP11-89K11.1,21,0.0010058370970999105
RHBDF1,16,0.002981654853193353
HBA2,3,2.789236751960793
HBA1,3,2.488675820177352
NHLRC4,5,0.001099508066495807
FBXL16,21,0.0006750657662763798
MSLN,7,0.0007860171569876999
PRR25,19,0.0007322876357636199
CCDC154,4,0.0012703425090811206
CLCN7,1,0.021123495750358462
NOXO1,6,0.0011229562765449994
ZNF598,1,0.008583638354591683
PKD1,12,0.03435693753962717
RNPS1,13,0.01839624109268368
PRSS27,11,0.0006057034062148972
PKMYT1,7,0.007599749343034484
CLDN6,17,0.010759615510191233
THOC6,5,0.009483474218978744
IL32,10,0.009706843574443237
ZSCAN32,20,0.006030144649464692
ADCY9,19,0.08097229302076372
CORO7,11,0.00958389471895958
PPL,9,0.005893807813813203
C16orf89,8,0.00161375057282627
FAM86A,4,0.002456612782208469
TVP23A,19,0.0010830476125294171
SOCS1,6,0.006760798820286986
LITAF,3,0.005901097339795087
NPIPA5,19,0.001912091827626878
C16orf45,19,0.034632939652591586
ARL6IP1,7,0.1870591161514095
ACSM3,17,0.10000357936547237
ACSM1,20,0.0031440629907089615
CRYM,14,0.007169008210756763
NPIPB3,10,0.0008645953851438757
SDR42E2,7,0.004591247061635329
NPIPB5,20,0.021014652581182684
ARHGAP17,20,0.037658078213824
IL27,19,0.005690178604464954
SULT1A2,11,0.012457221446526107
RABEP2,4,0.013805553070533758
RP11-231C14.4,9,0.0007628206046891279
DOC2A,11,0.0010320819533923846
GDPD3,19,0.0038884765242849437
TBC1D10B,1,0.012587497727132699
ZNF48,5,0.01416457676682632
DCTPP1,16,0.00944320558023212
ZNF668,5,0.006362427172471737
PYCARD,5,0.0020458632547613554
COX6A2,14,0.0017847067595592025
SLC5A2,0,0.0013276096939753852
SIAH1,12,0.019278550197942158
CBLN1,1,0.0007272231967041152
AKTIP,13,0.0072785134187788375
IRX3,18,0.0015751443145842902
AMFR,17,0.07429337742486164
MT1B,16,0.013828341717961727
CIAPIN1,16,0.01638430029742073
GPR114,13,0.0018258178240823772
CCDC113,15,0.0007669022979702099
SLC38A7,0,0.0274672803453143
RP11-403P17.5,8,0.003794539327988336
CES3,18,0.000693486917488601
B3GNT9,12,0.0016955100194618283
SLC9A5,3,0.000732955965897312
PLEKHG4,19,0.0008544730070579709
CENPT,0,0.013150547004334613
DDX28,7,0.002829612799566766
HAS3,7,0.0015662534411457476
CHTF8,17,0.02421840436471639
VAC14,19,0.02915018241608046
TAT,15,0.055616308754643705
ZNF821,8,0.013429651678576357
MLKL,5,0.0014310023538328738
TMEM170A,16,0.03717205698440251
WWOX,9,0.6192751959140301
CDYL2,15,0.004935263834659292
CDH13,6,0.013253850575921489
ATP2C2,20,0.0008684135308851631
TLDC1,13,0.010372013210012361
C16orf74,6,0.001957853537520494
RP11-178L8.4,12,0.00472182708597698
FLJ00104,6,0.0009881064790690393
SLC7A5,14,0.020870875989314756
PIEZO1,5,0.015998928205090808
GALNS,19,0.007573237977837349
SPG7,9,0.11632182341244689
RP11-368I7.4,15,0.0034369568503886208
SPATA2L,17,0.010129906952795238
DBNDD1,7,0.0010864937767042918
FAM101B,7,0.008878907403980603
GLOD4,5,0.021136805580539538
SMG6,19,0.08024796424099805
TRPV3,12,0.0010908610309279037
P2RX5-TAX1BP3,6,0.0011910026629739854
P2RX1,18,0.003112040615668428
ATP2A3,3,0.004475970098765754
SPNS2,17,0.0023840742809205268
CXCL16,2,0.010600051151963791
GLTPD2,17,0.00565163686783748
PFN1,3,0.25042475370712713
USP6,7,0.0008986922628675449
DHX33,12,0.024272815587510536
ALOX12,18,0.0009572114500725822
AC040977.1,7,0.0031671903196433685
SLC16A11,7,0.0037374219771666353
ASGR2,3,0.35605436020543346
CLDN7,10,0.0017159139730995954
YBX2,11,0.0035009150057013607
GPS2,2,0.023135086048819673
TP53,13,0.0345634365442192
VAMP2,2,0.04227865109685283
C17orf59,7,0.004103883780306086
PIK3R6,19,0.0011014730423536297
FAM211A,2,0.02951661914197847
COPS3,12,0.017522190203295127
SREBF1,13,0.07899081151137478
SLC47A2,9,0.0024512905282671475
IFT20,5,0.02161658695175512
SLC46A1,0,0.03344065312286152
SLC13A2,14,0.00145721486321596
UNC119,2,0.013053740720575342
SPAG5,15,0.012322697192338408
SGK494,11,0.0036670958562386585
SLC6A4,11,0.006201862136135607
OMG,11,0.0023497513436712375
EVI2B,0,0.001219874272899005
SLFN12,11,0.0017149744606750625
CCL16,14,0.0034120510464002232
CCL14,6,0.0015070321141441457
ARHGAP23,7,0.022749328799774326
PLXDC1,0,0.0009362527241220226
NEUROD2,2,0.0022707655940284034
GSDMB,9,0.038047590422235884
MED24,20,0.020717339248319273
NR1D1,13,0.003332015567808502
TOP2A,0,0.06142970415182203
KRT10,5,0.02137308623855213
KRT19,17,0.02106974717037162
CTD-2132N18.3,18,0.0020268707214636814
STAT3,11,0.08229825998938156
BECN1,10,0.016798178419908653
G6PC,8,0.22680136912647408
MPP2,3,0.0009338128158512168
ATXN7L3,6,0.014403612284312275
UBTF,3,0.05574212388673712
SLC4A1,6,0.06506159805697555
ITGA2B,17,0.005102368744560185
C1QL1,10,0.0008585985118164327
COPZ2,13,0.005762643826529882
ABI3,11,0.000685429655381883
PHOSPHO1,5,0.008586334603058297
SAMD14,7,0.002319497718370021
COL1A1,3,0.0807873134509268
TOB1,2,0.04783466530317151
SRSF1,2,0.051612815766282676
SEPT4,2,0.0005604939269475838
PTRH2,13,0.022775423074319134
RP11-178C3.1,11,0.0015945660817922437
HEATR6,15,0.010813186538984176
TBX2,21,0.0030602537979386325
NACA2,5,0.0007999352060697126
FTSJ3,16,0.013762269666497762
CD79B,7,0.0014011845717617096
AXIN2,15,0.00225509806652575
SLC16A6,18,0.0009868967414944114
ABCA9,19,0.05592258494967076
SOX9,17,0.00996026156923064
CPSF4L,3,0.0008655100166023575
NAT9,20,0.014792802078243381
HN1,0,0.024344141374299872
SUMO2,1,0.05505843394670147
UNC13D,5,0.006201320178884721
FBF1,9,0.004601888893415651
FOXJ1,15,0.003918696626870607
ST6GALNAC2,0,0.003982180749888268
MXRA7,3,0.003383836132346099
AC087645.1,12,0.0010994012851880362
DNAH17,4,0.002274621617292188
CBX8,0,0.0024278461564767877
ENTHD2,6,0.0035646918260190453
C17orf70,17,0.012348718330913248
FASN,12,0.16905793611153816
CD7,5,0.017779239288729338
MYOM1,10,0.057740816270618105
DLGAP1,10,0.2470605738057822
L3MBTL4,10,0.15593125561298835
RAB31,1,0.006192187184318176
APCDD1,16,0.004562062991667881
ANKRD30B,17,0.03210029750400201
ABHD3,9,0.21527270550289038
CABYR,20,0.000707916273098828
CHST9,17,0.01733541516516655
GAREM,8,0.07798697629607435
KLHL14,18,0.0008971674908169942
CCDC178,11,0.0009307226364605812
NOL4,4,0.029409986521783428
DTNA,9,0.10688913963334368
INO80C,0,0.01965080753920454
SLC39A6,0,0.022843731071982874
FHOD3,3,0.00942168700375507
EPG5,16,0.03293996950509471
ST8SIA5,1,0.0026592222630582142
SMAD7,15,0.015367246120631785
MEX3C,2,0.017611517679947838
FECH,2,0.06527999446128646
NARS,14,0.05339105535805128
ALPK2,5,0.0007795163946872619
PMAIP1,21,0.0016371304955589943
RNF152,8,0.0299904483177192
BCL2,3,0.00860624400754052
TMX3,19,0.02310597122909883
FBXO15,15,0.0022587225776618935
ZNF516,20,0.05766107806746561
ATP9B,9,0.07157840913228282
PPAP2C,16,0.0011501001042891782
FSTL3,20,0.006311585956012486
GRIN3B,8,0.0006333501093943689
C19orf26,5,0.001061550263918867
MEX3D,5,0.015834883183194
ATP8B3,1,0.001012328841608759
KLF16,5,0.010082035616211177
ABHD17A,14,0.0049905759219860115
BTBD2,0,0.049527798902108136
GNG7,19,0.011097387582790596
DIRAS1,21,0.0010620439972087398
CACTIN,11,0.003962706144843226
AC016586.1,17,0.0013491157772443521
PLIN4,19,0.0049938581381236925
SAFB2,11,0.03984812376794937
KHSRP,3,0.16016972093541226
DENND1C,12,0.0038577486133892463
TUBB4A,7,0.009220605976555798
SH2D3A,19,0.006968517359087966
MCOLN1,13,0.005192989789058279
XAB2,2,0.008132048352608619
ELAVL1,15,0.04223740990845476
CD320,0,0.018122805837759704
MYO1F,14,0.005012286368665123
OLFM2,3,0.006820208126468168
PDE4A,21,0.0026917154423901067
CDKN2D,7,0.008425833340296939
CTD-3105H18.14,19,0.0024160729226875353
FBXW9,10,0.003075762122934642
IL27RA,7,0.003263451134867637
PALM3,12,0.0063409798233399605
LPHN1,6,0.007564179682366308
AKAP8,17,0.017490721719345088
WIZ,5,0.011029233467226599
RASAL3,18,0.0006961910906799417
HSH2D,19,0.0010779603805693213
EPS15L1,16,0.03792915305611728
SLC35E1,13,0.026364121478694207
CPAMD8,7,0.0014578336948690013
ANO8,0,0.003955153893850611
BST2,7,0.0023726959212918845
UNC13A,8,0.04705669549442361
PDE4C,4,0.005386507238017639
JUND,3,0.10575903861717828
ISYNA1,16,0.031157862348640288
FKBP8,3,0.09954115368149051
CRLF1,7,0.008108660517698438
COPE,0,0.08002966539443072
AC002985.3,17,0.002247384651646682
TSSK6,1,0.0017975148933987888
YJEFN3,3,0.002326218252226383
WDR88,11,0.0008661141797866674
ZNF599,5,0.0018772490119307694
LGI4,1,0.015200269173124038
HAMP,17,0.1189329537595967
IGFLR1,6,0.0012251558288869679
U2AF1L4,19,0.007392043475993989
HSPB6,7,0.006259850295945652
NFKBID,0,0.0016476537049281707
HCST,5,0.0017150250801250622
ZNF461,4,0.00877265964924145
ZNF850,15,0.006952405084099692
ZNF829,0,0.006529373812504598
YIF1B,14,0.04490872708118801
HNRNPL,16,0.052832362068679334
GMFG,0,0.003662916667995794
C19orf47,7,0.007275141368240433
PRX,1,0.0014623121121995007
SERTAD1,16,0.0030248483746636743
SERTAD3,20,0.002520525309780827
CYP2A6,18,0.0010628784369582198
TGFB1,17,0.018639092125077274
POU2F2,5,0.005519219637497119
GSK3A,5,0.025671378873252538
LIPE,7,0.004717813873423441
PSG2,18,0.0007884364849928369
SMG9,0,0.012494921548062842
KCNN4,18,0.004953561473526243
ZNF230,19,0.0026494114975382185
ZNF112,6,0.0027967928527033313
EML2,10,0.007460149098590564
DMPK,13,0.00861082675818989
RSPH6A,10,0.0027638246726195094
IRF2BP1,2,0.015806759232427105
PTGIR,5,0.0010199399628273435
STRN4,5,0.01596218526263521
PLEKHA4,4,0.00870584763005532
