,clusters,mean
RNF39,11,0.0003577595262033992
PPP1R10,4,0.03373560664029467
PPP1R18,12,0.0033928942742740774
FLOT1,17,0.05512376571089349
IER3,7,0.009780756257370548
DPCR1,18,0.0002504147133350572
HLA-C,13,0.03135244263304989
HLA-B,0,0.012017286408915764
MICB,8,0.000915099741383728
ATP6V1G2-DDX39B,1,0.0006846592662080095
XXbac-BPG32J3.20,5,0.00031764184409937055
SLC44A4,0,0.01183939146800677
ZBTB12,9,0.00038709841527446043
AGER,10,0.1135259484188119
PBX2,10,0.017068595755299436
GPSM3,18,0.0024042565758780467
HLA-DRB5,18,0.0002601154304874399
HLA-DQB1,18,0.00039773025778411827
FKBP5,6,0.0048732022130057685
ARMC12,18,0.00012422544133145697
BTBD9,2,0.4165328529016096
SAYSD1,17,0.006490169434562117
UNC5CL,5,0.0024205487836291926
GUCA1A,20,0.00012773069224395695
PRPH2,21,0.0011251092159995678
SLC22A7,1,0.00014926147378734001
GTPBP2,11,0.020156196980730533
CAPN11,9,0.00012122822352437075
CLIC5,10,0.04376173538427254
RCAN2,2,0.010381471848690645
ANKRD66,7,0.00012302369094295643
BMP5,17,0.030548751726973026
COL21A1,19,0.00742313521179902
DST,0,0.045724558606499405
LGSN,1,0.0002927544124820445
BAI3,2,0.0405052031059738
RIMS1,0,0.00948540496464511
KCNQ5,4,0.01867950661983147
MB21D1,7,0.004633181400419238
COL12A1,16,0.01310546195622204
FILIP1,21,0.16324287634782936
IMPG1,18,0.00037513081785555134
FAM46A,2,0.0444174081796137
TBX18,18,0.00014552667539925688
AKIRIN2,4,0.02123008353859824
BACH2,0,0.01086001428170183
EPHA7,5,0.1505713478374678
FAXC,4,0.012792894971941231
QRSL1,13,0.02961630889490472
LAMA4,2,0.03462088123382776
HS3ST5,3,0.003193191351110489
COL10A1,6,0.0023356191170896914
TSPYL1,16,0.03360213746136999
FAM26E,12,0.0005217032861476054
FAM184A,19,0.29539995195028174
MAN1A1,19,0.16384280311761282
NKAIN2,8,0.07838900775581249
SOGA3,6,0.0028588088954597498
CTGF,4,0.050092592644779305
VNN3,7,0.0009379247523061012
IL20RA,14,0.0007016305435740481
PERP,15,0.05134295361643191
TXLNB,17,0.0004000728528007553
CITED2,15,0.06759584306418959
NMBR,9,0.00037059335988308493
HIVEP2,3,0.07787244002825036
ADAT2,0,0.02112099502206141
FUCA2,6,0.028887833963582913
FBXO30,11,0.009082358500226248
SAMD5,3,0.06805061888689728
UST,3,0.06546076096977806
ZBTB2,8,0.03828597753102512
FBXO5,17,0.012984591615906493
RGS17,7,0.0038235605706764993
AL590867.1,18,0.0003910120090930689
CNKSR3,0,0.15707907856191103
EZR,15,0.1538246125582923
SOD2,7,0.09261337069676676
IGF2R,8,0.30428578811864787
SMOC2,4,0.034327160534354105
DLL1,11,0.0009249570347105725
ZFAND2A,6,0.0036485120098888697
UNCX,5,8.566049480593756e-05
PAPOLB,5,0.00031565641484227245
ACTB,4,0.36401014094719797
ZNF12,17,0.025012303658530785
GLCCI1,10,0.14989344772272936
NDUFA4,4,0.09673786328679182
THSD7A,5,0.21194528723754952
ETV1,3,0.08958947145192876
MEOX2,13,0.018402260737461606
AGR2,0,0.06204108314561635
AGR3,7,0.017820775004059493
HDAC9,7,0.007322579991699296
TMEM196,20,0.0005355903568294492
RAPGEF5,11,0.06947564073223601
DFNA5,8,0.0020906311689880973
SKAP2,7,0.015021018682628376
HOXA2,8,0.0005285109426969298
HOXA5,17,0.003539087213269661
CPVL,14,0.0030946513655614166
CRHR2,12,0.00011283440287542769
AQP1,1,0.11012411297083813
TBX20,3,0.00026715899308664247
ANLN,1,0.022698875080445033
AOAH,6,0.002098817861496768
SFRP4,11,0.004868554692054637
POU6F2,11,0.0028173259704094814
POLD2,0,0.013526252528190253
IGFBP3,0,0.003846987433459224
COBL,4,0.02727575747369194
SEC61G,7,0.04837558530839366
TRIM50,1,9.125224245076433e-05
SRRM3,13,0.003006479643053274
MAGI2,2,0.08680398448801285
CD36,19,0.24355014943076986
SEMA3C,17,0.32201980705772665
CACNA2D1,2,0.03405362759480192
PCLO,7,0.11465838030301714
SEMA3E,8,0.23545532347594655
SEMA3A,4,0.030219929993403255
KIAA1324L,19,0.06583724221700861
STEAP4,2,0.06956963068032253
ZNF804B,5,0.027681793557915686
SAMD9,16,0.006532494152214445
CALCR,1,0.015649551428177196
COL1A2,15,0.07703401507531664
AC002451.1,6,0.0001554679480776186
PDK4,10,0.0048586200499402795
PDAP1,16,0.023885795219305873
GJC3,20,0.00017839173511622215
AZGP1,7,0.00014817402972356957
TAF6,4,0.01662220082346251
C7orf43,4,0.004374078106023027
ACHE,14,0.0040090133720233
RP11-514P8.6,6,0.00598110695315797
SLC26A5,19,0.016714345246979574
NAMPT,2,0.06202645692157945
CCDC71L,3,0.0036664433769995597
NRCAM,1,0.06382523286685193
LRRN3,19,0.13575247926197712
DOCK4,3,0.16443501278731593
PPP1R3A,5,0.029132344143293753
FOXP2,5,1.0425211055359211
TFEC,10,0.0003948795841533372
CAV1,10,0.0640472295772202
AC106873.4,14,0.00017767494155283934
WNT2,6,0.004687832491369741
CFTR,17,0.1740644412174691
PTPRZ1,2,0.1692300998551823
ASB15,9,0.00010555725226771042
GRM8,2,0.006041563165905799
GCC1,15,0.005046121315862189
SMKR1,9,0.0001737761237428716
UBE2H,11,0.19186073823202268
PLXNA4,4,0.010684219040694833
