"gene_name","module","kME"
"CNPY3","turquoise",0.111144782135291
"SYVN1","turquoise",0.110810817763845
"H1F0","turquoise",0.110635364035668
"UNC13B","turquoise",0.110612171926202
"CALU","turquoise",0.110040077190819
"SIVA1","turquoise",0.109945282556608
"EIF2A","turquoise",0.109881379994763
"TMEM205","turquoise",0.109381726199771
"NPM1","turquoise",0.109285046875455
"HSD17B8","turquoise",0.109283556319666
"PIGT","turquoise",0.10892422137098
"MYO5C","turquoise",0.108767505129873
"TPCN1","turquoise",0.108499118411754
"ANP32B","turquoise",0.108311810779887
"PDIA5","turquoise",0.10780428942465
"LSR","turquoise",0.10745477614508
"BCAT2","turquoise",0.107409857940999
"HS6ST2","turquoise",0.10727372743796
"VIMP","turquoise",0.10722708778925
"KDELR1","turquoise",0.106975673913293
"NOB1","turquoise",0.106864100312829
"MESDC2","turquoise",0.106752570312074
"ZDHHC12","turquoise",0.106400782445637
"ZNF395","turquoise",0.106137563789933
"NSA2","turquoise",0.105896028068565
"FAT1","turquoise",0.10555393871855
"POLD2","turquoise",0.105519446905386
"HSD17B4","turquoise",0.105230058548156
"PHB2","turquoise",0.104664644489222
"SEPW1","turquoise",0.103988391308154
"NPC2","turquoise",0.103573752943633
"TRIM24","turquoise",0.103567631180498
"PRR24","turquoise",0.10349525099345
"DHRSX","turquoise",0.103494019467328
"SIDT2","turquoise",0.103378753183327
"PRKCSH","turquoise",0.103355972422309
"SRP72","turquoise",0.10329063202391
"ACOX1","turquoise",0.103112893331737
"FAM174B","turquoise",0.102857784596807
"ARHGAP32","turquoise",0.102621604392903
"CMTM8","turquoise",0.10248813374774
"PDHA1","turquoise",0.102478233999936
"FBXO10","turquoise",0.102139411447762
"RPUSD3","turquoise",0.102018598655448
"DMKN","turquoise",0.101789530943325
"PRRC1","turquoise",0.101257941857266
"RGS16","turquoise",0.101219666026742
"PPP2R1B","turquoise",0.101058275736849
"EDEM3","turquoise",0.100982647166816
"PCBP2","turquoise",0.100759465024609
"CGNL1","turquoise",0.100738112855635
"CDK2AP2","turquoise",0.0997566245046943
"MANSC1","turquoise",0.0996630363109506
"SAV1","turquoise",0.0991031795596297
"GTF2B","turquoise",0.0987753210976836
"TM9SF3","turquoise",0.0987659898248722
"ARF1","turquoise",0.0986769539975106
"CITED2","turquoise",0.0986360918978135
"HPN","turquoise",0.0985746517162886
