"gene_name","module","kME"
"SCARB1","blue",0.0887478743468067
"MCL1","blue",0.088618534188047
"BRK1","blue",0.0885175857456998
"TOLLIP","blue",0.0885123417757384
"ADH4","blue",0.0884756208481896
"CD82","blue",0.0883762001666425
"FDX1","blue",0.0882513206533622
"NDUFA7","blue",0.0882438276494716
"CBR1","blue",0.0882387019800266
"AADAC","blue",0.0880988515833713
"PFKL","blue",0.0880981444593033
"TPRG1L","blue",0.0880792144850422
"COPE","blue",0.0880198383372386
"SELENBP1","blue",0.0879645436367845
"CDK2AP2","blue",0.0875689914461859
"PGD","blue",0.0874380791605202
"SULT1A1","blue",0.0873989512935049
"PEMT","blue",0.087317678136783
"VDAC1","blue",0.0870329871941704
"HNRNPA0","blue",0.0870255922282828
"ANP32B","blue",0.0869652762256641
"FUCA2","blue",0.0869496488466491
"SLC39A7","blue",0.0869485033394535
"ATP6V1G1","blue",0.0868780746465517
"CTC-326K19.6","blue",0.0867944030187702
"STEAP3","blue",0.0867177086364821
"FKBP1A","blue",0.0867036442980546
"TMA7","blue",0.0865278032733456
"ARL6IP5","blue",0.0864672007880002
"MASP2","blue",0.0864397027327834
"RBM8A","blue",0.0863275309742614
"C10orf32","blue",0.0863161807964977
"MYBL2","blue",0.0862975492546122
"CYBA","blue",0.0862816632966329
"TUBA1A","blue",0.0862071379515117
"POLR2J","blue",0.0861809252522492
"DUSP3","blue",0.0861397685622884
"CCNI","blue",0.0860533466650427
"YY1","blue",0.0859911466328248
"CD4","blue",0.0859493323606975
"NDUFB10","blue",0.0858764325293709
"POLR2F","blue",0.0856836426471203
"SAP18","blue",0.085524651566242
"KLF1","blue",0.0854762747447046
"SLC38A2","blue",0.0853371274726185
"GANAB","blue",0.0852879951512619
"SERPINH1","blue",0.085275409541566
"CDO1","blue",0.0850235136490021
"RAN","blue",0.0848101020995076
"MAP3K11","blue",0.0846145008487333
"BAG6","blue",0.0846040508550806
"SPTB","blue",0.0845976015577965
"EIF4A1","blue",0.0845000667871202
"PSMB3","blue",0.0843726266078709
"SEC61G","blue",0.0842050006013592
"TSPYL1","blue",0.0842004471795748
"HEMGN","blue",0.0839267930351924
"S100A6","blue",0.0838256571516005
"HSD17B10","blue",0.0837688641000884
"GABARAPL2","blue",0.0836395583074791
"PARK7","blue",0.0836394671940974
"DNPH1","blue",0.083568360218785
"RSL1D1","blue",0.0835432694796893
"TMEM205","blue",0.0834859662765661
"SEC61A1","blue",0.0834780158425306
"VWA1","blue",0.0834095504492456
"RAD21","blue",0.0832668054623034
"TSPAN31","blue",0.0832474942346567
"MIEF1","blue",0.0832174055266068
"AES","blue",0.0830167704927727
"LBR","blue",0.082941931901583
"ATXN7L3B","blue",0.0829075382442501
"ACAT1","blue",0.0829011286667565
"TXNDC17","blue",0.0828996477962494
"DCTN1","blue",0.0828503284162416
"SCARA3","blue",0.0828440781198286
"USP22","blue",0.0827566134347514
"TMEM219","blue",0.0827174706748669
"LSS","blue",0.0827030167435673
"RNF10","blue",0.0826809383206133
"C2orf72","blue",0.0826692949539911
"NCLN","blue",0.0824759704274561
"PLIN2","blue",0.0823905426903526
"TSR3","blue",0.0823757868758089
"PPIF","blue",0.0823555197155167
