1,00:00:09.000,00:00:09.000,Entire session loads
2,00:00:04.275,00:00:13.275,Reach Gene Clust tab
3,00:00:27.034,00:00:40.309,Showing the gene modules
4,00:00:05.689,00:00:45.998,Reach Gene Heatmap tab
5,00:00:54.055,00:01:40.053,Showing the gene heatmap
