1,00:00:10.338,00:00:10.338,Entire session loads
2,00:00:03.163,00:00:13.501,Reach Gene Clust tab
3,00:01:02.444,00:01:15.945,Showing the gene modules
4,00:00:05.135,00:01:21.080,Reach Gene Heatmap tab
5,00:03:09.492,00:04:30.572,Showing the gene heatmap
