1,00:00:10.084,00:00:10.084,Entire session loads
2,00:00:04.420,00:00:14.504,Reach Gene Clust tab
3,00:00:35.560,00:00:50.064,Showing the gene modules
4,00:00:03.456,00:00:53.520,Reach Gene Heatmap tab
5,00:01:42.751,00:02:36.271,Showing the gene heatmap
