1,00:00:09.543,00:00:09.543,Entire session loads
2,00:00:05.223,00:00:14.766,Reach Gene Clust tab
3,00:00:53.102,00:01:07.868,Showing the gene modules
4,00:00:05.721,00:01:13.589,Reach Gene Heatmap tab
5,00:02:30.070,00:03:43.659,Showing the gene heatmap
