1,00:00:14.806,00:00:14.806,Entire session loads
2,00:00:03.506,00:00:18.312,Reach Gene Clust tab
3,00:02:15.030,00:02:33.342,Showing the gene modules
4,00:00:06.716,00:02:40.058,Reach Gene Heatmap tab
5,00:07:57.409,00:10:37.467,Showing the gene heatmap
