1,00:00:11.990,00:00:11.990,Entire session loads
2,00:00:03.654,00:00:15.644,Reach Gene Clust tab
3,00:01:05.702,00:01:21.346,Showing the gene modules
4,00:00:04.419,00:01:25.765,Reach Gene Heatmap tab
5,00:05:27.564,00:06:53.329,Showing the gene heatmap
