1,00:00:13.464,00:00:13.464,Entire session loads
2,00:00:04.896,00:00:18.360,Reach Gene Clust tab
3,00:01:21.989,00:01:40.349,Showing the gene modules
4,00:00:05.883,00:01:46.232,Reach Gene Heatmap tab
5,00:06:57.525,00:08:43.757,Showing the gene heatmap
