1,00:00:12.730,00:00:12.730,Entire session loads
2,00:00:02.666,00:00:15.396,Reach Gene Clust tab
3,00:01:19.136,00:01:34.532,Showing the gene modules
4,00:00:05.282,00:01:39.814,Reach Gene Heatmap tab
5,00:06:18.664,00:07:58.478,Showing the gene heatmap
