1,00:00:11.598,00:00:11.598,Entire session loads
2,00:00:03.385,00:00:14.983,Reach Gene Clust tab
3,00:01:12.096,00:01:27.079,Showing the gene modules
4,00:00:05.037,00:01:32.116,Reach Gene Heatmap tab
5,00:04:44.376,00:06:16.492,Showing the gene heatmap
